,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL005238,218.3976277,0.365578097,0.208333297,-1.754775174,0.079297772,0.130910982
AAEL005239,34.97476015,-0.588757993,0.381100326,1.544889765,0.12237293,0.188215033
AAEL005242,40.96413142,1.567253104,0.370739761,-4.227367196,2.36E-05,8.18E-05
AAEL005243,43.61167984,3.787784368,0.463342748,-8.174908068,2.96E-16,3.14E-15
AAEL005245,26.19308371,-2.560501466,0.522843929,4.897257719,9.72E-07,4.07E-06
AAEL005247,3.012864843,2.226877819,1.36895497,-1.626699101,0.10380102,0.164003724
AAEL005252,167.6322073,5.497334804,0.376396681,-14.60516281,2.60E-48,1.33E-46
AAEL005254,91.89119573,-0.265451148,0.340003308,0.780731073,0.434960681,0.530474277
AAEL005255,1046.728926,1.190019751,0.140880188,-8.447034078,2.99E-17,3.36E-16
AAEL005256,178.7597446,-0.08149131,0.198021103,0.41152841,0.680685113,0.74980498
AAEL005258,100.1664902,1.388408276,0.266128308,-5.21706348,1.82E-07,8.29E-07
AAEL005259,26.62776594,-6.012136758,1.097778338,5.47664,4.33E-08,2.12E-07
AAEL005261,261.1669621,0.315027051,0.191761281,-1.642808441,0.100422573,0.15966351
AAEL005262,369.9296711,1.096816682,0.163359549,-6.714126542,1.89E-11,1.34E-10
AAEL005263,196.2989553,-0.690126668,0.266846503,2.586230888,0.009703191,0.020885664
AAEL005266,9062.754692,-0.573302355,0.123722708,4.63376826,3.59E-06,1.40E-05
AAEL005269,2895.457412,0.488279791,0.164980573,-2.95961992,0.003080188,0.007418804
AAEL005270,226.4122508,-6.194592309,0.427801523,14.48006137,1.62E-47,8.04E-46
AAEL005271,164.7476101,0.6156973,0.197408698,-3.118896518,0.001815297,0.004601144
AAEL005273,4.73020699,-0.145915887,1.057886161,0.137931559,0.890294509,0.920887001
AAEL005276,47.44839171,-0.444161909,0.335432361,1.32414746,0.185454076,0.264795671
AAEL005277,328.7570776,-1.199366967,0.193286903,6.205112452,5.47E-10,3.31E-09
AAEL005278,4.24059469,3.886616257,1.397504313,-2.781112173,0.005417302,0.012350559
AAEL005279,27.65528724,-0.660202115,0.483975429,1.364123208,0.172528792,0.249408277
AAEL005281,48.15601593,-4.369082715,0.530808389,8.23099786,1.86E-16,1.99E-15
AAEL005284,236.5118595,1.721477454,0.263507111,-6.532944954,6.45E-11,4.33E-10
