,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL000747,1.725690323,1.990690456,1.559701234,1.276328064,0.201839574,NA
AAEL000750,11.17213946,-1.567505956,0.740741237,-2.116131622,0.034333615,0.111266344
AAEL000752,77.5139081,2.374393006,0.343328777,6.91579956,4.65E-12,2.67E-10
AAEL000753,145.5420983,-0.253729975,0.382279738,-0.663728548,0.506864064,0.704237154
AAEL000755,2.783215258,-1.891658472,1.453483149,-1.301465706,0.193099096,0.384003884
AAEL000757,569.9512597,0.178283159,0.349686439,0.509837213,0.610165513,0.780914595
AAEL000758,157.5738573,0.258112024,0.297028507,0.868980648,0.384857716,0.599047905
AAEL000759,35.20353376,-0.692444457,0.422000284,-1.64086254,0.100825953,0.246039426
AAEL000770,23.30947217,1.126263372,0.519604519,2.167539601,0.030193734,0.101356337
AAEL000782,19.18372418,-1.16234482,0.579086458,-2.007204285,0.044727916,0.136751323
AAEL000785,7.442214944,-0.043296423,0.74738187,-0.057930792,0.953803756,0.983371806
AAEL000786,2.120568711,-0.678263744,1.4565719,-0.465657578,0.641460622,NA
AAEL000787,1.375836524,-3.143557702,1.870897859,-1.680240151,0.0929106,NA
AAEL000791,30.23202084,-1.074475142,0.502306575,-2.139082376,0.032428997,0.106789037
AAEL000793,15.22573919,0.206874881,0.910351626,0.227247225,0.820231508,0.914270789
AAEL000795,320.3990758,1.832482712,0.319616364,5.733382016,9.84E-09,3.16E-07
AAEL000797,157.0781366,-1.977520277,0.508365133,-3.889960482,0.000100261,0.001063369
AAEL000800,116.1276179,3.446829473,0.452741154,7.613245316,2.67E-14,2.16E-12
AAEL000802,30.74220862,-0.47775715,0.456294406,-1.047037052,0.29508249,0.507334807
AAEL000804,4.570135936,-0.397981158,0.949307998,-0.419232914,0.67504592,0.824183972
AAEL000805,13.12034921,0.161145053,0.627136419,0.256953748,0.797214478,0.902159571
AAEL000807,41.01976818,-0.999965201,0.427287901,-2.340260978,0.019270269,0.072485402
AAEL000809,1.423447011,-1.91494262,1.826258706,-1.048560433,0.294380475,NA
AAEL000811,17.79260234,-0.599374262,0.527776834,-1.135658528,0.256099504,0.460903857
AAEL000812,13.27972926,-0.053174872,0.619994544,-0.085766677,0.931651897,0.971045077
AAEL000815,5.559976077,-0.022550186,0.955579377,-0.023598444,0.981172913,0.992536364
AAEL000820,78.54813456,2.160505995,0.353585374,6.110281001,9.95E-10,3.89E-08
AAEL000822,3.295192656,1.105794199,1.10228224,1.003186079,0.315771088,0.529768888
AAEL000823,2259.45917,0.186591656,0.291680463,0.63971256,0.522359488,0.715665083
AAEL000824,54.76408093,0.632320409,0.373455823,1.693159862,0.090425042,0.227144245
AAEL000825,26.41739617,-0.884853529,0.47908665,-1.84695927,0.064753043,0.17825276
AAEL000829,38.76735923,-0.080278038,0.45629263,-0.175935425,0.860344675,0.935987768
AAEL000832,10.31753786,-1.204965518,0.705271321,-1.708513423,0.087541118,0.221394745
AAEL000834,3.491402113,-1.058068278,1.15397565,-0.916889606,0.359200491,0.573159152
AAEL000836,3.362516897,0.025437888,1.063295711,0.023923625,0.98091353,0.992536364
AAEL000839,4.28992103,0.18527571,0.961124052,0.192769819,0.847139241,0.929648591
AAEL000840,245.2626662,1.847119002,0.312744546,5.906158957,3.50E-09,1.23E-07
AAEL000842,5.394709169,2.394054698,1.034359183,2.314529359,0.020638703,0.07611363
AAEL000844,7.733386387,-1.062794145,0.818698535,-1.298150783,0.194235527,0.385846249
AAEL000845,105.9311222,0.73285659,0.331110363,2.213330275,0.026874884,0.092999245
AAEL000847,105.6826378,-0.672921488,0.350784523,-1.918332889,0.055068815,0.159094244
AAEL000850,2.448866961,0.476224783,1.22710102,0.388089306,0.697949946,NA
AAEL000851,78.96828542,2.064004152,0.365047046,5.654077117,1.57E-08,4.72E-07
AAEL000852,19.38883671,-1.268904719,0.544127156,-2.332000353,0.019700673,0.073577207
AAEL000854,60.3574783,0.312241336,0.352110664,0.886770462,0.375202493,0.589501158
AAEL000855,2.1758394,-0.638470147,1.35973461,-0.469554972,0.638673001,NA
AAEL000856,12.66229061,1.234142708,0.620129122,1.990138286,0.046575704,0.140587855
AAEL000857,2.218820533,0.876428216,1.323798186,0.662055762,0.507935486,NA
AAEL000859,7604.410272,-1.828200832,0.36375832,-5.025866712,5.01E-07,1.06E-05
AAEL000860,7.523151146,-0.753197769,0.824170956,-0.913885358,0.360777088,0.575083843
AAEL000861,137.2176648,0.1414602,0.445453498,0.317564461,0.750815335,0.874147428
AAEL000863,31.64821406,0.724193234,0.489909589,1.478218124,0.139349404,0.307573009
AAEL000867,1.348951465,0.790466721,1.813491521,0.435881123,0.662922982,NA
AAEL000874,10.49285322,0.830813741,0.65246117,1.273353542,0.202892615,0.396928592
AAEL000875,18.9883888,-1.239450763,0.557671108,-2.222547922,0.026246299,0.091383373
AAEL000883,9.199806396,-0.238190938,0.684096709,-0.348183137,0.727702651,0.860402139
AAEL000893,9.180410938,-1.173726228,0.750294939,-1.564353118,0.117734664,0.273412253
AAEL000897,11.19779577,-1.376697221,0.6936827,-1.984620954,0.047186659,0.141965594
AAEL000898,70.86545836,1.178131448,0.385000942,3.060074194,0.002212822,0.013564837
AAEL000899,9.780072033,-0.532193642,0.685329179,-0.77655185,0.437423219,0.64623021
AAEL000902,449.2689069,-4.025820145,0.391026266,-10.29552358,7.38E-25,1.60E-22
AAEL000903,15.89649755,-0.31258441,0.566487862,-0.551793658,0.581089733,0.759695755
AAEL000904,13.79520165,1.305267183,0.59915758,2.178503997,0.029368535,0.099199785
AAEL000905,65.99277184,1.485544526,0.581379555,2.555205999,0.010612497,0.045722071
AAEL000910,52.30872086,0.173217822,0.39672508,0.436619288,0.662387472,0.816048931
AAEL000915,245.2114914,2.353948286,0.368360251,6.390342824,1.66E-10,7.46E-09
