"","A4","B4","C4","F3","G3","H3"
"AAEL012104",0,0,0,2,1,2
"AAEL012105",46,43,25,93,60,54
"AAEL012106",0,0,0,0,0,0
"AAEL012107",0,0,0,0,0,0
"AAEL012109",0,0,0,1,1,0
"AAEL012110",0,0,0,0,0,1
"AAEL012113",346,193,310,246,303,223
"AAEL012114",21,14,12,76,43,42
"AAEL012117",17,23,16,38,35,24
"AAEL012119",12,17.68347,5,91.844714,63.447959,42.216861
"AAEL012120",194,437,190,603,515,486
"AAEL012122",122,156,114,382,358,329
"AAEL012125",3.474579,11.367105,9.86964,22.325052,20.268436,18.412667
"AAEL012126",3,2.31653,1,16.155286,11.552041,10.783139
"AAEL012128",1,0,1,0,3,0
"AAEL012129",0,0,0,0,0,0
"AAEL012131",121,74,106,52,35,44
"AAEL012134",150,114,237,389,374,359
"AAEL012135",54,77,24,479,340,303
"AAEL012137",3,14,4,16,28,27
"AAEL012138",29,38,33,37,28,34
"AAEL012139",1,2,0,0,2,0
"AAEL012140",4,5,4,14,19,13
"AAEL012143",0,0,1,1,0,0
"AAEL012144",0,0,0,0,0,0
"AAEL012147",5,1,2,19,12,11
"AAEL012148",0,0,0,2,3,2
"AAEL012150",4,3,0,42,15,32
"AAEL012151",9,10,7,14,9,7
"AAEL012152",36,54,29,99,97,88
"AAEL012153",0,3,1,1,0,3
"AAEL012154",0,1,2,1,0,1
"AAEL012156",6,4,9,10,12,8
"AAEL012157",12,18,12,74,81,57
"AAEL012161",33,46.000001,35,150.999999,127,149
"AAEL012162",113,140,98,15,29,11
"AAEL012164",0,0,0,1,0,0
"AAEL012167",12,8,4,28,29,12
"AAEL012168",0,0,1,1,0,0
"AAEL012169",14,19,4,24,14,22
"AAEL012171",26,25,12,77,56,41
"AAEL012172",46,33,38,83,84,70
"AAEL012175",764,741,711,1681,1467,1092
"AAEL012176",1,1,4,6,7,7
"AAEL012178",0,0,0,0,4,0
"AAEL012180",8,5,6,23,16,9
"AAEL012184",4,2,0,40,17,15
"AAEL012185",17,14,13,91,60,56
"AAEL012187",9,5,9,28,13,16
"AAEL012195",21,36,18,46,24,41
"AAEL012199",0,0,0,0,0,0
"AAEL012202",5,3,2,10,2,9
"AAEL012203",19,21.000001,26,62.999999,44,50.999999
"AAEL012206",1,8,4,12,11,13
"AAEL012207",54,53,29,276,257,279
"AAEL012208",49,75,54,98,77,108
"AAEL012209",2,5,4,4,5,1
"AAEL012211",2,6,6,10,9,20
"AAEL012212",0,0,0,1,0,0
"AAEL012217",0,0,0,7,9,4
"AAEL012218",15,24.246963,13.572952,89.323633,43.763749,49.593388
"AAEL012219",15.342954,11.898371,15.825202,23.171477,23.171477,19
"AAEL012220",0,3.753037,5.427048,8.676367,10.236251,12.406612
"AAEL012225",0,0,0,0,0,1
"AAEL012226",5,5,8,24,13,14
"AAEL012227",32,49,18,150,89,88
"AAEL012229",1,3,2,7,12,8
"AAEL012230",0,0,0,0,0,0
"AAEL012233",51,79,67,136,90,63
"AAEL012234",22,31,25,101,73.999999,103
"AAEL012235",40.924012,63.877315,29.943075,1.510941,119.644584,68.804431
"AAEL012237",16.828543,15,8,25,33.89297,22
"AAEL012238",1002,570,729,252,296,191
"AAEL012239",0,2,1,0,1,0
"AAEL012242",7.171457,5,7,17,9.10703,13
"AAEL012243",58,85,80,257,180,170
"AAEL012245",0,1,0,0,1,1
"AAEL012247",4,14,3,22,11,14
"AAEL012248",0,0,0,0,0,0
"AAEL012249",1,3,2,2,2,3
"AAEL012250",0,0,0,0,0,0
"AAEL012252",5e-05,6.7e-05,7.8e-05,1.1e-05,0.000202,2e-04
"AAEL012254",0,0,0,0,0,0
"AAEL012255",0,0,0,3,2,2
"AAEL012258",12,12,4,17,21,14
"AAEL012260",5,6,2,21,18,14
"AAEL012261",24,53,24,44,38,41
"AAEL012262",258.000001,356.56051,287.985016,438.470906,363.036897,348.49071
"AAEL012263",1,2,1,10,4,6
"AAEL012264",29,24,14,75,72,56
"AAEL012265",22,27,15,72,45,33
"AAEL012266",304,324,369,215,316,269
"AAEL012267",6,12,6,18,19,25
"AAEL012268",0,0,0,5,1,1
"AAEL012272",128,89,112,225,211,219
"AAEL012273",11,9,5,23,20,16
"AAEL012276",64,80,47,167,132,135
"AAEL012278",25,16,26,128,65,70
"AAEL012279",117,113,104,445,274,272
"AAEL012280",82,97,95,135,94,79
"AAEL012284",16,16,4,60,54,40
"AAEL012297",4,4,6,12,11,14
"AAEL012298",0,0,0,4,3,1
"AAEL012306",5,7,3,46,35,19
"AAEL012307",16,21,17,33,34,25
"AAEL012310",113,105,66,415,318,278
"AAEL012311",3,3,3,4,0,2
"AAEL012312",44,82,63,199,144,121
"AAEL012313",104,128,82,439,346,284
"AAEL012317",307,216,163,370,354,238
"AAEL012318",1,0,1,4,0,2
"AAEL012323",39,16,15,48,41,26
"AAEL012324",6,7,1,36,21,11
"AAEL012325",32,23,29,51,66,57
"AAEL012326",1095,939,916,5990,5514,5611
"AAEL012327",27,19,19,64,51,44
"AAEL012330",2,2,3,5,12,10
"AAEL012332",0,0,0,0,0,0
"AAEL012337",31,57,61,41,41,21
"AAEL012339",10,11,3,12,8,7
"AAEL012340",1290,1576,1244,83,256,128
"AAEL012341",2,5,1,19,17.348895,19
"AAEL012342",0,1,0,0,0,2
"AAEL012343",0,0,0,0,0,0
"AAEL012344",7,6,5,0,0,0
"AAEL012347",18,10,12,56,38,30
"AAEL012349",0,0,0,0,0,0
"AAEL012350",0,0,1,0,0,0
"AAEL012351",167,106,80,0,0,0
"AAEL012352",0,0,0,0,0,0
"AAEL012353",3,0,2,4,1,1
"AAEL012355",5,4,8,17,12,10
"AAEL012356",0,0,0,0,0,0
"AAEL012359",593.569037,379.181913,334.056617,1640.969866,1133.630067,821.06964
"AAEL012360",1,2,1,4,5,11
"AAEL012361",0,1,2,4,1,1
"AAEL012363",0,0,2,0,0,0
"AAEL012368",26,29,24,142,99,73
"AAEL012369",5,9,6,9,8,4
"AAEL012370",1,0,0,2,4,1
"AAEL012371",0,0,0,0,1,2
"AAEL012372",6,9,6,8,11,10
"AAEL012375",29,38,33,103,124,107
"AAEL012377",1,0,0,4,3,0
"AAEL012378",15,10,16,31,42,35
"AAEL012380",0,0,0,0,1.283923,0
"AAEL012381",0,0,0,0,0,0
"AAEL012382",529,486,517,35,72,49
"AAEL012383",0,0,2,3,1,2
"AAEL012384",0,0,0,0,0,1
"AAEL012387",10,7,5,36,32,23
"AAEL012388",0,0,1,1,0.999999,0
"AAEL012389",5,7,10,25,17,14
"AAEL012390",48,103,38,422,223,253
"AAEL012391",1,2,2,2,6,2
"AAEL012392",2,2,1,2,3,5
"AAEL012393",0,3,2,2,0,1
"AAEL012394",87,58,121,306,248,225
"AAEL012395",2,6,4,116,21,35
"AAEL012397",4,4,2,5,5,9
"AAEL012398",311,371,301,515,446,414
"AAEL012404",0,0,1,0,2,1
"AAEL012407",0,0,0,0,1,0
"AAEL012409",50,116,99.999999,187.999999,155.999999,206
"AAEL012410",39.999999,61,67,187,137,129.999999
"AAEL012412",1,0,0,1,0,0
"AAEL012413",12,6,10,44,16,23
"AAEL012417",57.699201,38.167028,40.801699,24.64007,32.456411,24.941315
"AAEL012418",13,2,5,6,2,11
"AAEL012419",105,161,148,214,158,147
"AAEL012421",13,13,27,42,26,21
"AAEL012422",0,0,0,0,0,0
"AAEL012423",1,6,3,6,6,2
"AAEL012424",0,0,0,0,0,0
"AAEL012425",0,3,2,2,0,4
"AAEL012426",11.197867,14.676799,9.089713,78.272886,30.200104,33.009732
"AAEL012427",108,72,80,52,64,35
"AAEL012430",0,0,0,0,0,0
"AAEL012431",0,0,0,1,0,0
"AAEL012437",11,21,32,9,9,4
"AAEL012438",9,6,6,27,12,11
"AAEL012439",117,84,114,70,82,79
"AAEL012440",840,496,345,289,218,193
"AAEL012442",5.038548,6.727284,3.04686,13.175204,6.218414,17.093096
"AAEL012443",20,17,16,52,68,38
"AAEL012446",47,53,53,126,89,136
"AAEL012447",0,1.027438,0,0,0,1
"AAEL012448",34.961452,16.272716,24.95314,63.824796,46.781586,42.906905
"AAEL012449",0,0,0,1,6,7
"AAEL012450",1,0,1,10,4,4
"AAEL012453",0,0,0,0,0,0
"AAEL012455",26,18,13,43,34,31
"AAEL012456",6,4,0,10,5,9
"AAEL012457",232,181,151,495,338,314
"AAEL012458",0,0,0,0,0,0
"AAEL012460",21,24,14,41,30,34
"AAEL012463",14,19,23,37,20,22
"AAEL012465",1,4.999999,2,12,15,4
"AAEL012466",69.999999,115,98.000001,332.999999,266,265.000001
"AAEL012471",11,14,7,73,59,56
"AAEL012472",12.931421,24.953379,10.385088,16.661867,14.094453,5.1143
"AAEL012473",11,6,2,18,20,21
"AAEL012474",0,0,1,3,3,4
"AAEL012475",17.000001,22,12,49,31,19.999999
"AAEL012476",19,18,18,55,45,38
"AAEL012477",0,0,0,0,0,1
"AAEL012478",0,0,0,1,0,0
"AAEL012482",12,38,21,17,22,15
"AAEL012486",1,3,7,2,0,3
"AAEL012489",3,5,4,12,16,11
"AAEL012496",0,0,1,0,0,0
"AAEL012497",4,4,6,4,6,3
"AAEL012499",0,2,2,12,3,5
"AAEL012500",12,38,10,22,26,23
"AAEL012501",1,6,2,9,8,9
"AAEL012502",281.668839,125,127,71,72,59
"AAEL012503",55,47,45,118,82,79
"AAEL012507",35,61,46,142,78,93
"AAEL012508",8,7.137088,8.230588,16,16.010037,15.013007
"AAEL012509",5,18,8,558,634,467
"AAEL012510",23.939664,0,0,71.819135,23.939609,47.87845
"AAEL012511",171,92,108,355,313.000001,252
"AAEL012513",129.999999,122,115,140.999999,114,109
"AAEL012514",16,20,13,29,37,28
"AAEL012515",47,37,34,105,95,90
"AAEL012518",0,0,0,1,0,1
"AAEL012519",0,2,3,3,6,1
"AAEL012520",2,3,3,6,6,8
"AAEL012522",2,0,10,138,5,30
"AAEL012523",9,13,7,23,14,19
"AAEL012525",3,5,5,23,11,15
"AAEL012526",11,14,8,32,22,25
"AAEL012528",32,80,33,65,68,69
"AAEL012536",16,11,7,506,596,614.999999
"AAEL012538",0,0,0,0,1,0
"AAEL012539",14,10,12,35,29,27
"AAEL012543",0,0,0,0,0,0
"AAEL012545",20,24,16,57,32,30
"AAEL012546",1,0,0,14,6,4
"AAEL012547",8,2,2,4,3,3.001837
"AAEL012548",171,120.886581,118,88,77,61
"AAEL012549",248,239.000001,260,826.000001,788,687
"AAEL012551",2,1,2,8,9,10
"AAEL012552",83,78,52,165,152,133
"AAEL012553",14,19,10,23,22,26
"AAEL012556",2,4,1,3,1,1
"AAEL012557",0,0,0,0,0,0
"AAEL012558",0,0,0,0,0,0
"AAEL012559",0,0,0,0,0,0
"AAEL012560",0,0,0,0,0,0
"AAEL012563",0,0,0,0,0,0
"AAEL012564",1,2,0,0,0,0
"AAEL012565",0,0,0,0,0,0
"AAEL012566",1,3,3,3,7,8
"AAEL012567",0,0,0,0,0,0
"AAEL012575",1,0,0,0,0,0
"AAEL012577",0,0,1,0,4,1
"AAEL012578",333.776776,215.962399,263.821633,25.626214,40.469085,25.406088
"AAEL012579",40,25,47,113,101,84
"AAEL012580",0,0,0,0,0,0
"AAEL012582",3,4,6,26,17,25
"AAEL012583",6,8,6,16,13,16
"AAEL012585",6397,5638,5295,5325.999533,4300.999689,3303.999205
"AAEL012586",33,31,29,35,30,28
"AAEL012588",72,74,57,85,102,88
"AAEL012590",12,0,1,0,0,0
"AAEL012595",14,19,13,89,62,49
"AAEL012610",137,133,118,177,176,159
"AAEL012611",14,20,15,30,23,11
"AAEL012613",5,10,7,22,13,23
"AAEL012616",72.985315,25,42,82,71,55.993647
"AAEL012618",5,10,18,91,61,65
"AAEL012621",75,68,40.000001,269,208.000001,216.999999
"AAEL012624",14,5,7,53,29,35
"AAEL012628",0,0,2,3.932987,0,2
"AAEL012629",2,1,0,22,8,5
"AAEL012632",61,47.955566,65.959804,94.933227,58.963978,69.821441
"AAEL012633",1,0,2,1,2,1
"AAEL012634",2,0,0,5,3,4
"AAEL012635",97,81,72,147,118,108
"AAEL012636",445,1018,215,192,215,189
"AAEL012637",14,8.044434,10.040196,24.066773,8.036022,9.178559
"AAEL012639",1,3,3,20,8,27
"AAEL012640",0,0,0,1,0,1
"AAEL012641",0,0,0,0,0,0
"AAEL012642",0,0,0,0,0,0
"AAEL012644",0,0,2,0,0,1
"AAEL012645",0,0,0,0,0,0
"AAEL012646",0,0,2,0,0,0
"AAEL012647",0,0,0,0,0,0
"AAEL012648",0,0,0,0,0,0
"AAEL012649",0,0,0,0,0,0
"AAEL012650",1,1,0,0,0,0
"AAEL012651",0,0,0,0,0,0
"AAEL012652",0,0,0,0,0,0
"AAEL012653",0,0,0,0,0,0
"AAEL012654",0,0,0,0,0,0
"AAEL012656",7,9,2,52,33,32
"AAEL012658",128,168,165,497,394,509.999999
"AAEL012659",1,0,0,0,0,0
"AAEL012660",3,11,7,16,5,7
"AAEL012661",309,321,370,774,551,502
"AAEL012664",39,5,8,0,1,0
"AAEL012671",453,591,475,1073,997,834
"AAEL012674",168,186,129,67,83,61
"AAEL012675",14,4,5,22,16,19
"AAEL012676",3,2,0,3,3,1
"AAEL012679",6,3,0,6,7,2
"AAEL012680",0,0,0,0,1,0
"AAEL012681",801,791,686,2237,1727,1659
"AAEL012683",7,7,3,230,271,136
"AAEL012684",464,463,566,1062,802,749
"AAEL012685",22,11,15,75,57,29
"AAEL012686",4350,4322,3312,3513,2665,2377
"AAEL012687",60,56,44,127,109,85
"AAEL012688",3,0,1,2,0,1
"AAEL012689",0,1,0,2,1,3
"AAEL012690",8,13,3,61,26,28
"AAEL012691",0,1,0,1,2,3
"AAEL012693",1,0,0,0,1,1
"AAEL012694",0,0,0,0,1,2
"AAEL012698",32,49,55,561.999999,452,434
"AAEL012700",1.004346,4.0215,1.002159,7.04788,7.036767,4.032457
"AAEL012701",227,230,155,512,429,397
"AAEL012702",446.995654,1083.9785,448.997841,4130.95212,2775.963233,2765.967543
"AAEL012703",7.858368,0,9,0,0,0
"AAEL012704",96,74,93,69,41,69
"AAEL012708",0,0,0,0,0,0
"AAEL012709",2,3,2,6,11,14
"AAEL012710",14,7,15,32,25,29
"AAEL012711",1,1,0,0,3,1
"AAEL012712",4,3,4,20,22,11
"AAEL012713",3,0,3,22,11,9
"AAEL012715",0,0,0,0,0,0
"AAEL012717",0,0,0,0,0,0
"AAEL012718",1,1,0,6,5,4
"AAEL012720",1,0,0,0,1,1
"AAEL012722",0,0,0,0,0,1
"AAEL012723",5,11,10,19,22,16
"AAEL012724",0,2,0,1,1,0
"AAEL012725",1,3,2,10,10,8
"AAEL012726",0,1,0,0,1,0
"AAEL012731",31,42,36,250,159,144
"AAEL012737",0,0,0,1,8,0
"AAEL012739",25,24,21,74,49,39
"AAEL012740",1228,1115,1040,2525,2211,1595
"AAEL012741",0,0,0,2,1,1
"AAEL012743",11,4,3,34,23,18
"AAEL012744",6,2,7,16,7,16
"AAEL012745",2,3,5,6,10,7
"AAEL012746",73,87,77,322,282,201
"AAEL012748",0,0,0,1,0,0
"AAEL012750",23,46,55,98,95,85
"AAEL012751",55,54,70,216,173.999999,162
"AAEL012755",0,2,1,3,1,0
"AAEL012756",65,77,98,77,62,53
"AAEL012761",0,0,0,0,0,0
"AAEL012762",0,0,0,0,0,0
"AAEL012763",0,0,2,1,1,2
"AAEL012764",0,0,2,0,1,0
"AAEL012765",0,0,0,0,0,0
"AAEL012766",0,0,0,0,0,0
"AAEL012767",0,0,0,0,0,2
"AAEL012769",0,0,0,0,0,0
"AAEL012770",0,0,0,0,0,0
"AAEL012772",0,0,0,0,0,0
"AAEL012774",0,0,0,2.232841,0,0
"AAEL012776",0,0,3.872159,0,0,0
"AAEL012777",1,0,0,0,0,0
"AAEL012778",1548,1617,1722,54,167,84
"AAEL012782",1,4,2,0,1,0
"AAEL012783",1443,872,1283,1225,1395,814
"AAEL012790",0,0,0,0,0,0
"AAEL012792",0,2,0,2,0,1
"AAEL012793",10,9,10,43,23,29
"AAEL012796",0,0,0,1,0,0
"AAEL012805",0,0,0,0,0,0
"AAEL012809",12,8,13,23,27,17
"AAEL012816",19,30,15,72,92,73
"AAEL012818",9,13,9,27,22,14
"AAEL012819",332,146,159,447,392,441
"AAEL012820",14,18,14,165,85,81
"AAEL012822",13.870481,12.632157,13.429338,8,5,2
"AAEL012823",4,20,21,14,11,11
"AAEL012825",50,16,11,41,16,23
"AAEL012826",14.129519,14.367843,18.570662,49,30,31
"AAEL012827",285,147,95,969,838,400
"AAEL012828",0,0,2,0,0,0
"AAEL012830",26.501388,23,17,49,33.916414,34
"AAEL012832",31.274488,37.831876,30.440696,168.055756,115.387187,171.426262
"AAEL012835",21,24,11,53,50,29
"AAEL012837",4,4,1,3,2,4
"AAEL012839",1.39834,7.619773,3.440274,8.149957,8,6.274062
"AAEL012840",4,1,3,4,3,5
"AAEL012841",31,20,26,79,69,68
"AAEL012843",1,2,3,8,3,4
"AAEL012845",10,13.104196,13.750763,42.334175,27,37.504572
"AAEL012851",16,21,12,95,60,37
"AAEL012852",309,112,266,2,3,2
"AAEL012853",1,2,3,4,2,3
"AAEL012855",0,0,0,0,0.580822,1
"AAEL012856",6,4,0,7,9,1
"AAEL012858",0,0,0,6,7.419178,0
"AAEL012859",47,140,36,155,137,108
"AAEL012860",403,319,397,1244,1240,1132
"AAEL012861",23,9,7,42.000001,39,31
"AAEL012863",14,14,7,236,254,207
"AAEL012864",23,20,11,24,29,24
"AAEL012865",47,42,43,226,157,169
"AAEL012866",635,456,522,1533,1354,1318
"AAEL012867",2,2,7,56,61,49
"AAEL012868",5,1,1,3,3,7
"AAEL012870",0,0,0,0,0,0
"AAEL012873",0,0,0,0,0,1
"AAEL012874",5,3,1,23,8,11
"AAEL012875",87,56,63,179,175,118
"AAEL012876",0,0,1,14,9,8
"AAEL012881",0,0,0,0,0,0
"AAEL012884",5,5,4,8,11,10
"AAEL012886",0,0,0,0,0,0
"AAEL012887",0,0,1,1,5,1
"AAEL012897",228,233,199,345,360,293
"AAEL012899",1,6,3,6,9.999999,8
"AAEL012901",0,0,0,0,0,0
"AAEL012902",0,0,0,3,0,0
"AAEL012903",0,0,0,0,1,0
"AAEL012904",238,189,186,603,476,423
"AAEL012906",0,0,0,1,0,0
"AAEL012911",12,14,17,44,43,24
"AAEL012912",10,3,9,14,23,17
"AAEL012914",47.009089,52,50,74,60,54.000218
"AAEL012916",3,3,1,0,1,2
"AAEL012918",50,45,59,53,62,35
"AAEL012920",0,1,0,2,0,0
"AAEL012924",20,19,11,77,49,50
"AAEL012925",15,19,19,61,37,45
"AAEL012926",0,0,0,0,0,0
"AAEL012929",12,20,6,48,36,31
"AAEL012930",45,59,58,133,88,100
"AAEL012931",46,51,54,36,34,39
"AAEL012932",22,26,22,102,67,74
"AAEL012937",0,0,0,0,0,0
"AAEL012939",220,227,166,1055,626,511
"AAEL012940",220,145,126,1082,1129,723
"AAEL012941",73,57,40,150,107,88
"AAEL012942",9,7,10,50,31,32
"AAEL012943",115,191,95,237,241,165
"AAEL012944",3669,3819,2760,2893,2102,1905
"AAEL012945",17,27,19,55,24,39
"AAEL012947",0,0,0,0,0,1
"AAEL012949",0,0,0,0,0,0
"AAEL012950",270,221,160,457,430,263
"AAEL012952",0,1,2,1,3,5
"AAEL012955",17,32,6,36,15,24
"AAEL012960",3,2,2,10,5,1
"AAEL012962",3,9,4,23,10,14
"AAEL012964",5,8,5,6,3,3
"AAEL012969",11,11,11,18,23,24
"AAEL012973",11,14,1,43,20,25
"AAEL012974",10,3,6,22,16,15
"AAEL012975",60,103.000001,65.999999,96,99,83
"AAEL012978",0,0,0,59,43,33
"AAEL012980",53,73,40,293,192,122
"AAEL012981",0,0,0,0,0,0
"AAEL012987",7,8,8,17,11,23
"AAEL012989",7,8,4,23,15,13
"AAEL012990",2,1,2,8,5,4
"AAEL012993",31,11,11,59,41,40
"AAEL012994",55,60,54,379,148,173
"AAEL012996",137,207,199,555,447,397
"AAEL012998",0,0,0,1,0,0
"AAEL013001",1,1,0,0,0,0
"AAEL013002",138,171,91,215,151,171
"AAEL013003",12.999999,6,7,33,36,24.999999
"AAEL013004",12.386688,10.630498,16.407753,17.214286,15.617466,13.442997
"AAEL013005",368,169,267,638,461,347
"AAEL013006",1,1,0,0,0,0
"AAEL013011",11,14,9,29,24,24
"AAEL013014",2,10,3,21,13,14
"AAEL013015",0,0,0,0,0,0
"AAEL013018",0,0,0,0,0,0
"AAEL013024",0,0,0,0,0,0
"AAEL013025",0,0,0,0,1,0
"AAEL013026",0,9,0,2,2,3
"AAEL013027",0,0,7,2,0,36
"AAEL013031",0,0,0,0,0,0
"AAEL013032",1,0,0,7,1,0
"AAEL013040",1,0,0,0,3,3
"AAEL013042",0,0,0,0,0,0
"AAEL013044",2,2,1,5,3,1
"AAEL013045",9,7,2,29,19,10
"AAEL013046",10,15,12,25,23,35
"AAEL013047",773,1265,823,2216,1771,1231
"AAEL013048",4,7,8,3,8,1
"AAEL013049",7,13,7,61,58,43
"AAEL013051",3,1,2,13,16,15
"AAEL013052",85,69,53,369,280,225
"AAEL013054",2,6,3,6,3,17
"AAEL013056",0,0,0,1,0,0
"AAEL013058",9,12,8,18,18,12
"AAEL013059",0,0,0,0,0,0
"AAEL013061",9,7,4,56,40,33.000001
"AAEL013063",49,38,38,56,34,48
"AAEL013065",4,4,5,28,10,15
"AAEL013068",167,226,223,810,582.999999,635
"AAEL013069",6804,5885,5214,5885,4889,3301
"AAEL013070",2,1,1,0,2,5
"AAEL013071",94,71,102,275,225,211
"AAEL013072",4,1,2,7,6,5
"AAEL013073",0,0,0,0,0,0
"AAEL013074",281,258,258,993,913,836
"AAEL013075",27,23,24,212,159,106
"AAEL013076",41,33,26,114,142,135
"AAEL013077",0,7,1,13,12,15
"AAEL013078",28,14,20,93,84,74
"AAEL013083",58,78,57,131,156,141
"AAEL013085",10,17,10,26,28,20
"AAEL013086",9,7,16,36,42,24
"AAEL013087",2,0,2.032473,5.032156,3,2.022461
"AAEL013088",10.822927,0,8.603666,8.164845,2.741596,1.202241
"AAEL013090",11,8,8,22,14,14
"AAEL013092",28.177073,53,31.396334,235.835155,197.258404,158.79776
"AAEL013098",57,41,47.967527,238.967844,160,138.977539
"AAEL013102",34,59,61,193,163,155
"AAEL013103",14,5,10,43,30,24
"AAEL013107",13,9,6,46,39,41.999999
"AAEL013108",11.230778,17.064998,10.811345,51.886889,39.811891,30.870432
"AAEL013109",87,142,74,1039,962,773
"AAEL013110",0,1,1,8,1,9
"AAEL013111",47,197,64,273,191,211.000001
"AAEL013113",14,12,24,19,23,27
"AAEL013114",22,13,14,52,42,34
"AAEL013115",6.009577,6.378355,2,10,12.028172,9.029274
"AAEL013116",13,25,11,65,39,29
"AAEL013118",129994.890991,58420.676778,79877.207614,1551.095217,3101.039596,1960.067579
"AAEL013119",61,74,51,138,111,103
"AAEL013121",50,32,38,177,113,112
"AAEL013127",37754.649536,8973.977097,16013.049716,123.910386,429.781799,230.703763
"AAEL013128",14,34.000001,21.999999,472.999999,357,330.999999
"AAEL013132",13,20,13,51,35,34
"AAEL013134",4,9,4,34,18,17
"AAEL013135",0,0,0,0,0,0
"AAEL013138",91,79,159,162,128,113
"AAEL013139",799.000001,900,1049,2809,2064,2400
"AAEL013140",2,3,3,7,4,6
"AAEL013142",2,3,1,19,11,7
"AAEL013143",3,6,2,3,2,6
"AAEL013144",201,245,219,685,457,411
"AAEL013148",0,0,0,0,0,0
"AAEL013150",4,2,3,29,18,12
"AAEL013151",4,3,4,27,19,11
"AAEL013152",0,0,0,0,0,0
"AAEL013153",0,1,5,5,1,2
"AAEL013154",0,1,0,2,2,1
"AAEL013155",0,0,0,0,0,0
"AAEL013156",0,0,0,0,0,0
"AAEL013157",0,0,0,0,0,0
"AAEL013159",5,3,7,19,10,11
"AAEL013161",0,0,0,0,0,0
"AAEL013163",150,212,132,887,801,869
"AAEL013167",9,6,8,19,19,11
"AAEL013169",11,12,6,47,33,18
"AAEL013170",8,8,4,25,15,13
"AAEL013171",15,13,9,29,34,14
"AAEL013172",8,9,7,11,10,20
"AAEL013174",2,5,2,12,12,11
"AAEL013176",23,39,31,68,44,44
"AAEL013177",7,8,4,24,15,12
"AAEL013179",0,0,0,0,0,0
"AAEL013182",15,14,5,41,15,19
"AAEL013184",153,189.999999,151,628.000001,594,574
"AAEL013188",20,27,12,183,62.07927,86.408977
"AAEL013190",0,0,0,1,0,0
"AAEL013191",15,13,1,61,51.92073,42.591023
"AAEL013193",0,0,0,0,0,0
"AAEL013194",0,0,0,0,0,0
"AAEL013197",2138,2569,2123,211,280,233
"AAEL013198",0,0,0,0,0,0
"AAEL013199",5.085241,4.084825,4.163456,17.18213,11.174031,17.645607
"AAEL013200",0,0,0,0,0,0
"AAEL013201",2,4,1,5,7,3
"AAEL013203",46,36,52,101,95,67
"AAEL013204",0,0,0,0,1,0
"AAEL013205",10,14,16,45,32,23
"AAEL013206",20,25,21,95,68,41
"AAEL013207",27,44,27,208,160,129
"AAEL013208",4,4,2,9,6,6
"AAEL013209",0,0,0,0,0,0
"AAEL013210",12,14,13,38,26,20
"AAEL013211",0,0,0,0,0,1
"AAEL013213",1,1,7,17,23,8.457987
"AAEL013216",0,0,0,0,0,0
"AAEL013217",0,0,0,0,0,0
"AAEL013218",0,0,0,0,0,0
"AAEL013220",34,30,8,119,117,110
"AAEL013221",5099,5616,4765,4014,3390,2592
"AAEL013222",0,0,0,0,0,0
"AAEL013225",229,181,162,976,899,708
"AAEL013227",21,15,23,37,25,38
"AAEL013228",0,0,1,2,1,3
"AAEL013229",61.107051,62,63,673.762719,387.221125,305.267546
"AAEL013230",34,36,23,123,75,85
"AAEL013232",7.490854,3.04581,0,15.681048,2.908537,6.450103
"AAEL013233",35,40,25,107,72,76
"AAEL013236",175,171,106,344,276,243
"AAEL013237",0,7.119298,0,8,6,2.072265
"AAEL013240",24,6,14,31,33,27
"AAEL013243",13,5,4,48,35.940424,21
"AAEL013244",2,0,1,1,3.059576,5
"AAEL013245",0,0,0,1,3,0
"AAEL013248",3,10,5,12,11,10
"AAEL013249",27,25,35,76,72,73
"AAEL013250",6,9,5,19,14,8
"AAEL013251",0,0,0,1,0,2
"AAEL013252",36,53,41,92,76,66
"AAEL013253",42,49,50,96.999999,61,76
"AAEL013254",1,0,0,0,0,0
"AAEL013256",32,28,26,72,48,57
"AAEL013257",0,3,0,3,1,2
"AAEL013258",3,2,3,4,1,0
"AAEL013260",4,6,9,31,21,11
"AAEL013261",1,2,1,2,3,3
"AAEL013262",90,84,52,139,108,93
"AAEL013263",401,277,228,65,95,79
"AAEL013265",5,13,10,32,21,26
"AAEL013267",49,90,51,755,689,581
"AAEL013271",0,0,0,0,0,0
"AAEL013272",4406,3571,3801,4204,3092,2582
"AAEL013275",17,8,13,76,61,35
"AAEL013276",1,0,0,86,50,27
"AAEL013277",25,12,27,0,0,0
"AAEL013278",14.03629,10.030497,7,46.102603,26.107786,15.108288
"AAEL013279",2278,933,1343,2234,1524,1478
"AAEL013281",1,1,0,3,8,4
"AAEL013283",2,2,3,13,10,6
"AAEL013284",214887,155750,166228,936,4161,1406
"AAEL013286",0,0,0,0,0,0
"AAEL013287",136,177,80,1118,1078,645
"AAEL013288",0,0,0,0,0,0
"AAEL013291",11,12,10,19,33,10
"AAEL013295",0,0,0,0,0,0
"AAEL013296",0,0,0,0,0,0
"AAEL013300",0,0,0,0,0,0
"AAEL013303",0,0,1,0,0,0
"AAEL013304",682,485,583,33,85,42
"AAEL013305",2,6,2,18,15,10
"AAEL013309",149,179.999999,226,191,211,182
"AAEL013310",9,10,5,19,20,8
"AAEL013314",38,17,14,109,60,52
