"","A4","B4","C4","F3","G3","H3"
"AAEL013316",0,0,3,9,1,2
"AAEL013320",102,41,49,184,149,119
"AAEL013321",5,3,3,14,18,16
"AAEL013322",0,0,0,0,1,1
"AAEL013323",0,0,0,2,5,2
"AAEL013324",0,0,0,4,0,0
"AAEL013325",0,0,1,4,4,4
"AAEL013327",1,2,5,7,4,5
"AAEL013330",0,0,0,0,0,0
"AAEL013334",71,61,81.999999,239,188,185
"AAEL013335",0,1,2,2,3.999999,1
"AAEL013336",15,7,3,15,20,17
"AAEL013338",1,0,6,0,2,4
"AAEL013339",1,0,0,2,0,0
"AAEL013341",63,92,53,75,75,70
"AAEL013344",2,1,1,2,0,0
"AAEL013345",0,0,0,3,0,0
"AAEL013346",0,0,0,3,0,0
"AAEL013347",3,17,4,4,11,8
"AAEL013348",0,1,0,0,0,1
"AAEL013349",5,7,0,16,3,0
"AAEL013350",2,2,2,16,1,0
"AAEL013351",1,0,0,0,1,0
"AAEL013352",1,2,0,1,0,0
"AAEL013353",497,521,350,1292,1022,937
"AAEL013355",2,5,5,7,8,2
"AAEL013356",39,98,36,116,116,95
"AAEL013359",813,1107,1050,2379,1833,1572
"AAEL013360",0,0,0,0,0,0
"AAEL013361",0,0,0,0,0,0
"AAEL013365",0,0,0,0,0,0
"AAEL013366",0,0,0,0,0,1
"AAEL013367",0,0,0,0,0,0
"AAEL013369",74,59,45,96,85,55
"AAEL013370",0,0,0,0,0,0
"AAEL013371",0,0,0,0,0,0
"AAEL013374",0,1,5,9,5,4
"AAEL013375",0,0,2,2,0,1
"AAEL013377",0,0,0,0,0,0
"AAEL013380",0,0,0,0,0,0
"AAEL013382",19,20,22,84,74,68
"AAEL013384",7,13,8,20,19,11
"AAEL013385",0,0,0,1,1,0
"AAEL013388",0,0,0,1,1,0
"AAEL013389",40,30.718019,34.791846,145.709398,142.855738,103.510922
"AAEL013390",7,11,9,28,16,11
"AAEL013391",6,11,7,14,6,17
"AAEL013392",4,11,9,15,11,7
"AAEL013394",45,56,30,130,108,99
"AAEL013396",46,54,43,99,81,67
"AAEL013397",11,12,16,28,38,18
"AAEL013399",0,2,0,1,3,6
"AAEL013400",1,6.281981,5.208154,17.290602,8.144262,12.489078
"AAEL013402",19,23.017639,8.005731,49,28.009933,24
"AAEL013404",7,6,2,24,24,20
"AAEL013405",0,0,0,0,0,0
"AAEL013406",0,0,0,0,0,0
"AAEL013407",591,507,550,4119,5250,3317
"AAEL013408",0,0,0,6.477273,0,12.954545
"AAEL013410",5,13,8,33,23,13
"AAEL013413",0,0,0,0,2,0
"AAEL013415",0,0,0,0,0,0
"AAEL013417",1.00305,1.00122,0,3.003143,0,2.526084
"AAEL013418",0,0,0,0,0,0
"AAEL013420",0,0,0,0,0,0
"AAEL013421",234,160,235,1194,1219,759
"AAEL013422",129,101,187,147,160,150
"AAEL013423",0,0,0,0,0,0
"AAEL013424",0,0,1,0,0,1
"AAEL013425",6,3,13,4.683416,5,3
"AAEL013431",7,13,9,19,14,11
"AAEL013432",0,0,0,0,1,3
"AAEL013433",0,0,0,0,0,0
"AAEL013434",2,1,0,4,2,1
"AAEL013436",0,0,0,0,0,0
"AAEL013439",0,0,0,0,0,0
"AAEL013440",13,9,11,35,26,17
"AAEL013441",215.893022,218.862189,212.890463,292.910137,274.891837,192
"AAEL013442",0,0,0,0,0,0
"AAEL013443",0,0,0,0,0,0
"AAEL013444",0,0,0,0,0,0
"AAEL013445",4,8,12,19,16,21
"AAEL013449",0,0,0,0,0,0
"AAEL013452",0,0,0,2,2,3
"AAEL013453",0,0,0,0,0,0
"AAEL013458",21,20,32,2959,1605,1709
"AAEL013460",12.999999,29,19,36,33,14.000001
"AAEL013461",23,18,20,92,92,87
"AAEL013462",0,1,0,0,1,1
"AAEL013463",6,4,3,35,23,17
"AAEL013466",31,52,61,536,480,429
"AAEL013467",23,19.732463,28,57.861877,25,26
"AAEL013470",8,10,9,24,24,23
"AAEL013471",0,2,2,4,3,2
"AAEL013472",16,17,21,37,31,14
"AAEL013473",3,1,4,6,7,5
"AAEL013478",6,11,4,23,10,23
"AAEL013479",15,23,15,43,48,34
"AAEL013483",2,6,1,2,2,4
"AAEL013484",92,84,34,63,61,79
"AAEL013487",0,0,1,1,0,4
"AAEL013488",0,1,0,1,4.882213,1
"AAEL013489",1,0,0,1,1.117787,3
"AAEL013490",202.561472,142.471561,150.955655,255.426645,271.258284,201.786266
"AAEL013491",14.438527,7.528439,3.044345,23.573355,10.741717,8.213734
"AAEL013492",6,5,5,17,9,10
"AAEL013493",0,0,0,0,0,0
"AAEL013494",62,66,41,164,111,111
"AAEL013495",29,19,9,78,52,48
"AAEL013496",0,0,0,0,0,0
"AAEL013501",0,0,0,0,0,0
"AAEL013503",1,3,1,17,6,11
"AAEL013504",0,0,0,0,0,0
"AAEL013505",1,0,0,0,0,0
"AAEL013506",0,0,0,1,0,0
"AAEL013507",0,1,2,0,1,0
"AAEL013509",18,29,37,77,82,78
"AAEL013511",0,0,0,0,0,0
"AAEL013512",0,0,0,0,0,0
"AAEL013513",0,0,0,0,0,0
"AAEL013514",0,0,0,0,0,0
"AAEL013515",0,0,0,0,0,0
"AAEL013517",0,1,0,0,0,0
"AAEL013518",0,0,0,0,0,0
"AAEL013520",0,0,0,0,0,0
"AAEL013521",28,22,24,57,30,30
"AAEL013522",0,10,4,20,18,21
"AAEL013525",2,15,15,121,69,88
"AAEL013526",1,2,2,0,1,2
"AAEL013527",46,53,36,104,93,60
"AAEL013528",81,53,35,123,82,65
"AAEL013530",10,23,2,43,28,27
"AAEL013531",14,17,5,36,25,17
"AAEL013532",0,0,0,0,0,1
"AAEL013533",911.970712,689.460009,598.510702,1213.245365,918.245326,689.390215
"AAEL013534",47,20,25.000001,81,68,85.999999
"AAEL013535",0,0,0,4,0,0
"AAEL013536",6334.51495,5377.970146,4564.489297,5953.306923,4687.887044,3974.602169
"AAEL013537",14,25,12,51,53,46
"AAEL013538",14,12,3,45,39,36
"AAEL013539",6,13,7,12,15,6
"AAEL013540",3,4,5,12,10,15
"AAEL013541",25,21,24,103,67,62
"AAEL013542",0,0,0,0,0,0
"AAEL013544",1,0,1,2,0,1
"AAEL013545",3,1,0,5,8,6
"AAEL013546",8,5,7,10,16,11
"AAEL013547",11,8,5,21,11,10
"AAEL013548",7,7,5,2,4,3
"AAEL013549",4,3,4,8,5.053055,5
"AAEL013550",8,4,6,25,18,18
"AAEL013552",2,2,1,4,4,3
"AAEL013553",4,11,11,26,23,24
"AAEL013554",167,72,134,0,0,1
"AAEL013556",0,0,0,0,0,0
"AAEL013557",23,15,15,32,25,21
"AAEL013558",1,1,4,0,1,0
"AAEL013561",17,11,9,32,48,39
"AAEL013562",14,10,8,11,16,10
"AAEL013563",0,0,0,0,0,0
"AAEL013565",0,0,0,6,0,2
"AAEL013570",0,0,0,0,0,0
"AAEL013571",282,281,184,1206,934.000001,1042
"AAEL013575",0,0,0,0,2,0
"AAEL013580",0,0,0,1,0,0
"AAEL013585",3,0,1,0,0,1
"AAEL013587",0,0,0,1,0,2
"AAEL013593",2,4,2,28,19,19
"AAEL013596",57,112,115,117,101,103
"AAEL013598",0,0,0,0,0,0
"AAEL013600",8,5,0,20,15,23
"AAEL013603",0,0,1,1,0,0
"AAEL013605",0,0,0,1,0,0
"AAEL013606",0,0,0,0,0,0
"AAEL013608",55,78,46,70,70,43
"AAEL013611",1383,1034,979,37,31,31
"AAEL013612",0,0,0,0,1,2
"AAEL013613",57,43,18,128,112,122
"AAEL013615",4,4,2,7,4,4
"AAEL013616",8,10,6,23,20,18
"AAEL013617",0,3,0,4,1,3
"AAEL013620",46,53,35,142,121,116
"AAEL013621",0,0,0,1,0,1
"AAEL013623",4634.363221,2117.271003,3707.495357,23,64.350752,74.456237
"AAEL013624",0,1,0,0,0,0
"AAEL013625",12056,10130,10215,9494,7615,5449
"AAEL013626",2,1,5,14,5,8
"AAEL013627",6.387671,7.023905,5.225033,20.554034,10.247949,16.704453
"AAEL013628",5100.636779,2813.728997,3932.504643,25,123.649248,75.543763
"AAEL013631",12,9,7,49,28,21
"AAEL013633",14,31,42,17,7,9
"AAEL013635",0,1,0,0,0,0
"AAEL013636",5,11,7,38,33,21
"AAEL013637",1,2,2,9,3,1
"AAEL013639",3,9,2,26,14,19
"AAEL013640",11,7,6,45,26,21
"AAEL013643",18,9,11,39,32,27
"AAEL013645",0,0,0,0,0,0
"AAEL013648",0,1,0,1,0,1
"AAEL013649",1,1,1,2,2,1
"AAEL013652",5,6,3,32,32,18
"AAEL013653",36,60.999999,45,123,102,91.000001
"AAEL013656",0,1,3,28,11,25
"AAEL013661",276,204,147,591,463,426
"AAEL013662",4,7,8,32.715343,16,19
"AAEL013675",158,185,122,426,321,313
"AAEL013679",18,26,13,106,70,55
"AAEL013682",5,9,3,10,6,7
"AAEL013683",0,0,0,1,0,0
"AAEL013684",100,87.000001,98,300,166.999999,245
"AAEL013687",3,6,2,7,7.357667,6
"AAEL013688",0,3,1,17,17,6
"AAEL013689",97,113,97,1272,903,753
"AAEL013691",0,0,0,0.018306,0,0
"AAEL013692",0,0,0,1,0,0
"AAEL013700",23,7,11,80,68,62
"AAEL013702",39,53,68,266,214,173
"AAEL013703",2085,1395,773,262,274,237
"AAEL013709",112,118,85,224,205,131
"AAEL013712",133460.469732,54398.406867,71842.556683,301.140219,815.429179,491.202419
"AAEL013713",44.000002,50,46,161.999997,125.999999,156.999999
"AAEL013715",10855.470329,917.374927,3660.154043,649.388968,457.091152,238.740192
"AAEL013718",0,0,0,0,0,1
"AAEL013719",0,0,0,0,0,0
"AAEL013721",0,0,0,0,0,0
"AAEL013722",0,0,0,0,1,0
"AAEL013723",18,20,48,253.000001,141,149.000001
"AAEL013724",5,6,8,24,23,23
"AAEL013725",4,1,1,10,4,9
"AAEL013727",0,0,0,0,0,0
"AAEL013728",32,31,19,45,32,27
"AAEL013729",24,42,29,110,91,90
"AAEL013730",0,0,0,0,0,0
"AAEL013731",7,14,6,59,48,40
"AAEL013732",0,0,0,0,0,1
"AAEL013733",0,0,0,0,0,0
"AAEL013737",3.001941,2,0,7.003557,0,5
"AAEL013739",277.908907,253.838056,172.87247,266.053758,277.908907,216.637652
"AAEL013741",0,2,2,5,2,2
"AAEL013744",186,95,71,253,222,162
"AAEL013746",42,50,51,42,50,44
"AAEL013749",8,14,5,59,37,26
"AAEL013750",0,0,0,1,0,0
"AAEL013752",4,10,15,5,2,7
"AAEL013756",21.000001,18.999999,22,106,53,59.999999
"AAEL013757",0,0,0,0,0,0
"AAEL013758",0,1,1,0,1,0
"AAEL013760",130,105,143,362,332,191
"AAEL013761",18,31,22,46,30,38
"AAEL013763",0,0,0,1,0,0
"AAEL013764",0,3,1,1,3,1
"AAEL013766",0,0,0,1,1,1
"AAEL013768",82,135,109,130,103,82
"AAEL013769",6,12,4,33,30,39
"AAEL013770",0,2,1,8,3,6
"AAEL013771",20,15,13,66,53,49
"AAEL013774",24578,18931,23510,11544,13446,7801
"AAEL013775",12211.604272,13971.422242,13230.833705,10246.339,8749.96012,7004.433965
"AAEL013776",3,5,5,104,85,90
"AAEL013778",30,59,55,106,95,90
"AAEL013780",4,7,6,0,0,1
"AAEL013782",46,36,26,106,86,71
"AAEL013783",138,134,130,287,255,232
"AAEL013789",0,0,0,0,0,0
"AAEL013790",18,21,14,58.920692,34.946217,30
"AAEL013792",0,0,0,0,0,0
"AAEL013793",0,0,0,1,0,0
"AAEL013795",27,9,17,78,37,32
"AAEL013796",5,6,6,8.079308,8.053783,6
"AAEL013798",50,29,38,5,7,3
"AAEL013799",0,0,0,0,0,1
"AAEL013802",0,0,0,0,0,0
"AAEL013803",0,0,1,1,0,1
"AAEL013808",8.000001,1.999999,2,17,15,12
"AAEL013812",12,6,7,0,0,0
"AAEL013813",0,0,0,0,0,0
"AAEL013814",4,5,2,16,5.234848,4
"AAEL013816",11,8,6,17,22.765152,18
"AAEL013818",4.054603,5.543882,1.366685,26.667474,20.99781,19.02619
"AAEL013822",0,0,0,0,0,0
"AAEL013823",6.999999,12,19.999999,47,40,34
"AAEL013825",12,11,11,44,39,35
"AAEL013826",16,18,5,45,40,31
"AAEL013828",33,24,24,88,70,74
"AAEL013829",0,0,0,0,0,0
"AAEL013839",7,8,7,7,8,3
"AAEL013840",36.858017,53,143,127.274034,103.304337,120.789261
"AAEL013841",17,16,13,47,36,30
"AAEL013842",1,1,5,10,2,1
"AAEL013844",28,13,6,99,57,51
"AAEL013845",127,102,85,279,265,232
"AAEL013846",0,0,0,0,0,0
"AAEL013847",3,15,17,33,21,25
"AAEL013851",4,5,8,5,6,4
"AAEL013852",0,0,0,0,1,0
"AAEL013853",2,5,2,5,3,3
"AAEL013856",0,0,0,0,0,0
"AAEL013857",2,2,7,16,20,18
"AAEL013858",5,11,8,19,15,13
"AAEL013862",2,4,1,12,18,10
"AAEL013863",1,0,4,5,7,5
"AAEL013866",17,19,18,85,55,75
"AAEL013869",21,21,19,45,30,28
"AAEL013870",7,3,5,14,4,3
"AAEL013871",17,26,17,53,52,36
"AAEL013872",73,73,62,149,105,95
"AAEL013875",731,1102,764,4966,3607,2987
"AAEL013876",326,140,155,373,336,223
"AAEL013877",295.999999,336,269,71.999999,75.000001,57
"AAEL013879",24,11,2,33,30,27
"AAEL013882",0,0,0,0,0,0
"AAEL013883",18,21,15.860867,40,55,39
"AAEL013884",25,43,43,2,6,0
"AAEL013885",113784,122167,131421,165938,159043,140797
"AAEL013887",11,5,13,26,14,11
"AAEL013888",23.003801,9.294172,8.134,82.110545,63.648197,76.587939
"AAEL013890",53.996199,73.705828,43.866,106.889455,91.351803,51.412061
"AAEL013893",0,0,0,0,0,0
"AAEL013894",0,0,0,7,1,2
"AAEL013896",7,23,20,32,28,36
"AAEL013897",4,9,3,18,11,18
"AAEL013898",34,51,21,60,42,36
"AAEL013900",0,0,1,3,10,2.999999
"AAEL013902",1.063117,0,0,5.018433,1.007522,1
"AAEL013903",1,0,1,1,0,4
"AAEL013904",33.936883,39,39,506.981567,420.992478,367
"AAEL013905",15,13,2,28,19,16
"AAEL013906",0,0,0,0,0,0
"AAEL013907",9,10,8,35,20,17
"AAEL013910",0,0,0,0,0,0
"AAEL013912",0,0,0,0,0,0
"AAEL013915",130,147,118,47,58,47
"AAEL013916",0,0,0,0,0,0
"AAEL013917",0,0,0,0,0,0
"AAEL013918",0,0,0,0,0,0
"AAEL013921",5,6,2,14,11,10
"AAEL013935",30,10,22,49,35,32
"AAEL013936",2,2,0,6,7,5
"AAEL013939",33,84,44,157,145,102
"AAEL013940",1,0,1,6,3,2
"AAEL013941",0,0,0,0,0,0
"AAEL013942",15,19,11,29,21,22
"AAEL013950",13,24,17,77,64,57
"AAEL013951",0,0,0,0,0,0
"AAEL013952",90,105,60,423.999999,252,238
"AAEL013959",7,10,8.412356,11,25,15
"AAEL013960",310,161,171,428,364,290
"AAEL013961",2,2,1,7,4,2
"AAEL013962",4,10,4,19,24,19
"AAEL013963",49,68.000001,71,105,97,82
"AAEL013964",45,57,26,122,103,75
"AAEL013965",1,0,0,4,8,4
"AAEL013966",81,137.999999,98,319,279,298
"AAEL013967",8,7,4,26,15,22
"AAEL013968",11,24,7,98,77,73
"AAEL013969",12,22,14,30,34,32
"AAEL013970",2,11,7,40,22,24
"AAEL013971",0,0,0,0,1,0
"AAEL013972",1,0,1,0,0,0
"AAEL013974",0,0,0,0,1.462224,0
"AAEL013976",0,0,0,0,0,0
"AAEL013979",39,28,19,152,105,108
"AAEL013980",769,412,398,841,699,494
"AAEL013981",0,0,1,0,0,0
"AAEL013982",14,11,11,62,26,45
"AAEL013983",0,0,0,0,0,0
"AAEL013984",0,0,0,0,1,1
"AAEL013985",9,9,12,30,22,20
"AAEL013987",105,123,227,572,568,836
"AAEL013989",205,81,26,346,197,181
"AAEL013990",2,1,0,4,4,2
"AAEL013991",0,1,1,0,1,0
"AAEL013992",91,61,53,151,111,77
"AAEL013993",0,1,1,4,4,4
"AAEL013994",30,32,21,39,47,34
"AAEL013995",59,49,57,70,68,71
"AAEL013996",7,10,13,15,15,8
"AAEL013997",36,51,46,296,175,205
"AAEL013998",13,5.5,8,58,77.999914,34.666667
"AAEL013999",43.875191,54.382141,33.287833,130.960615,118.012797,108.683504
"AAEL014000",2,4,2,10,13,5
"AAEL014002",1,0,0,4,3,4
"AAEL014003",0,2,1,3,1,2
"AAEL014006",0,0,0,2,0,1
"AAEL014009",0,0,0,0,0,0
"AAEL014010",1,0,0,0,0,0
"AAEL014014",16,5,4,9,7,10
"AAEL014016",9,7,7,43,28,19
"AAEL014018",0,0,0,0,0,0
"AAEL014019",154,90,128.996243,27.629732,32.601896,23.627954
"AAEL014020",0,0,0,0,0,0
"AAEL014021",3,1,1.003757,12.370268,16.398104,4.372046
"AAEL014022",35,55,62,80,77,74
"AAEL014024",16,19,14,88,50,56
"AAEL014027",11,10,8,14,14,6
"AAEL014028",22,15,18,102,68,59
"AAEL014029",8,9,12,26,21,15
"AAEL014031",17,19,23,50,43,53
"AAEL014032",0,0,0,1,0,1
"AAEL014037",14,20,17,30,27,16
"AAEL014038",0,3,0,0,1,2
"AAEL014039",783,525,428,1019,775,595
"AAEL014040",33,46.80306,33.824274,113.490788,128.058125,99.81702
"AAEL014041",2,2,0,5,2,5
"AAEL014044",1,0,0,2,1,1
"AAEL014045",2,9,1,48,32,28
"AAEL014046",0,0,0,0,0,0
"AAEL014050",12,13,9,36,31,31
"AAEL014051",4,9.999999,3,19.102942,10.999997,0
"AAEL014053",4,0,0,0,0,1
"AAEL014054",2.692416,2,1,2,5.638068,2.692416
"AAEL014055",69,39,29,147,90,86.921793
"AAEL014057",18,35,35,106,87,111
"AAEL014058",11,12,10.711363,37.82713,37.788813,27
"AAEL014059",52,41,35,73,69,65
"AAEL014062",8,10,7.078785,36.17287,16.211187,14
"AAEL014063",2,1,0,6,5,6
"AAEL014064",595.982656,406.985568,402.99261,1253.968746,1081.929104,841.963085
"AAEL014066",6,3,1,5,6,2
"AAEL014067",0,0,0,0,0,0
"AAEL014068",36,61,46,115,68,66
"AAEL014069",0,0,0,1,0,0
"AAEL014070",6.017344,8.014432,5.00739,18.031254,22.070896,16.036915
"AAEL014071",20,18,21,96,102,86
"AAEL014072",0,0,0,0,0,0
"AAEL014076",0,0,0,0,0,0
"AAEL014078",0,1,0,22,12,7
"AAEL014079",0,0,0,0,1,0
"AAEL014080",21,28,10,59,39,33
"AAEL014082",0,0,0,0,0,0
"AAEL014084",0,0,0,9,1,2
"AAEL014086",0,0,0,0,0,1
"AAEL014089",0,0,0,0,0,0
"AAEL014092",0,0,0,3,2,0
"AAEL014094",37,20,21,62,45,49
"AAEL014096",1,2,2,6,6,2
"AAEL014098",6,5,8,17,14,18
"AAEL014099",6,2,1,17,9,9
"AAEL014102",0,0,0,0,0,0
"AAEL014113",0,0,0,0,0,0
"AAEL014125",1,0,0,0,0,0
"AAEL014130",10,20,9,75,61.999999,62
"AAEL014134",0,0,0,0.999999,0,0
"AAEL014135",0,0,0,0,0,0
"AAEL014136",0,0,0,0,0,0
"AAEL014137",0,0,0,0,0,2
"AAEL014138",0,0,0,14,10,10
"AAEL014139",0,0,0,0,0,0
"AAEL014140",0,0,0,1,1,0
"AAEL014141",0,0,0,16,4,5
"AAEL014142",0,0,0,1,1,1
"AAEL014144",0,0,0,0,0,0
"AAEL014146",3,5,1,7,4,9
"AAEL014147",1,5,2,8,6,4
"AAEL014148",1,5,6,14,9,6
"AAEL014149",3,11,3,18,11,9
"AAEL014151",0,0,0,0,0,0
"AAEL014152",0,0,0,1,0,2
"AAEL014153",23,15,19,167,59,66
"AAEL014154",57,82,25,159,126,102
"AAEL014158",125.923317,182,145.784994,485,415.112197,354
"AAEL014161",13,26,15,31,22,15
"AAEL014169",14,10,6,66,44,29
"AAEL014170",0,0,0,0,0,0
"AAEL014171",0,0,0,1,2,1
"AAEL014174",0,0,0,0,1,0
"AAEL014176",34,48,48,67,66,48
"AAEL014177",19,18,24,106,78,84
"AAEL014180",0,0,0,1,0,0
"AAEL014183",63,45,40,186,140,101
"AAEL014187",39,51,41,83,85,90
"AAEL014193",0,0,0,0,0,0
"AAEL014196",1,2,1,9,6,1
"AAEL014197",0,0,0,0,0,0
"AAEL014198",34,48,31,67,53,49
"AAEL014201",13,18,11,50,36,29
"AAEL014203",0,1,0,8,0,1
"AAEL014204",63,56,37,221,213,183.561617
"AAEL014205",0,0,0,0,0,0
"AAEL014207",1,0,1,10,4,4
"AAEL014208",0,0,0,0,0,1
"AAEL014211",5,6,4,16,14,26
"AAEL014212",12,22,11,38,27,43
"AAEL014215",14,63,16,92,43,58
"AAEL014216",1,0,0,2,2,2
"AAEL014226",3,2.179462,3.087294,6.450844,7,6.786837
"AAEL014227",0,4,2,4,5,6
"AAEL014228",13,7,9,23,31,22
"AAEL014230",0,0,0,0,0,0
"AAEL014231",0,0,0,0,0,0
"AAEL014235",0,0,1,2,2,1
"AAEL014237",4,12,8,22,14,14
"AAEL014238",1,0,0,1,0,0
"AAEL014239",0,0,0,0,0,0
"AAEL014240",0,0,0,0,0,0
"AAEL014241",0,0,0,0,0,0
"AAEL014242",0,0,0,2,0,0
"AAEL014243",5,2,6,0,0,0
"AAEL014244",0,0,0,1,1,0
"AAEL014245",0,0,0,0,0,0
"AAEL014246",7,19,11,885,1152,748
"AAEL014248",156,210,105,107,113,81
"AAEL014250",9,11,6,43,42,24
"AAEL014251",2,1,0,7,3,2
"AAEL014252",172,75,91,24,38,18
"AAEL014253",29.005582,33.968787,13.594923,56.485431,42.82228,54.212487
"AAEL014254",5,6,3,3,0,2
"AAEL014255",0,0,0,0,0,0
"AAEL014256",1,11,7,18,15,9
"AAEL014257",10,17,24,32,33,32
"AAEL014258",0,0,0,5,3,5
"AAEL014262",29,39,37,65,55,39
"AAEL014263",2,4,3,3,4,3
"AAEL014264",6,0,1,3,5,6
"AAEL014265",54.047265,50.011194,39.027748,86.046137,80.011677,58.024434
"AAEL014267",0,0,1.121372,1.091206,0,2.199488
"AAEL014271",208,158,231,390,310,299
"AAEL014272",106,107,81,338,345,256
"AAEL014273",48,70,44,74,60,73
"AAEL014274",0,1,0,1,1,0
"AAEL014275",190,160,98,545,498,455
"AAEL014276",0,0,0,0,0,0
"AAEL014277",0,0,0,0,0,0
"AAEL014280",6,12,7.531294,18.848366,12,18.275512
"AAEL014281",17,21.578949,19.579816,91.252086,66,56
"AAEL014282",36,42.421051,43.420184,85.747914,63,54
"AAEL014283",3,3,1.468706,24.151634,9,9.724488
"AAEL014284",0,0,0,0,0,0
"AAEL014286",3,2,4,7,9,3
"AAEL014287",3,3,3,7,5,2
"AAEL014289",2,5,6,11,7,11
"AAEL014291",2,3,3,6,3,2
"AAEL014292",6672,5572,5806,5763,4443,3352
"AAEL014295",35,32,33,113,89,79
"AAEL014296",80,85,82,170,187,241
"AAEL014297",1,0,0,0,0,1
"AAEL014302",4,5,1,1,0,1
"AAEL014303",0.999999,0,0,1,1.999999,8
"AAEL014311",1,0,0,0,0,1
"AAEL014314",0,0,0,7,4,6
"AAEL014315",1,0,0,3,0,0
"AAEL014316",3,2,3,2,1,1
"AAEL014317",12.646242,19,12,29.913343,19,32.999969
"AAEL014318",0,0,0,0,0,1.974061
"AAEL014325",54,68,68,179,157,114
"AAEL014326",6,12,12,43,32,36
"AAEL014331",24,15,16,62,48,59
"AAEL014333",0,0,0,0,0,0
"AAEL014334",0,0,0,0,0,0
"AAEL014335",52,91,39,156,156,150
"AAEL014339",22.614035,28,10,36,49,32.283289
"AAEL014340",0,0,0,1,1,0
"AAEL014343",0,0,0,0,2,0
"AAEL014344",4,0,2,3,0,1
"AAEL014345",68,56,37,168,100,107
"AAEL014347",1,1,0,1,2,0
"AAEL014348",17,25,11,53,38,37
"AAEL014349",3,2,1,8,7,5
"AAEL014350",0,0,0,3,0,0
"AAEL014354",1,3,1,1,1,3
"AAEL014355",25,18,12,41.999999,43,36
"AAEL014357",0,0,0,1,0,0.999999
"AAEL014361",4,5,4,19,22,16
"AAEL014362",1,0,0,0,0,0
"AAEL014363",0,2,0,19,3,3
"AAEL014365",0,0,0,1,1,1
"AAEL014366",2,2,1,9,7,14
"AAEL014368",13,17,12,39,45,27
"AAEL014369",0,0,0,0,0,0
"AAEL014371",0,0,0,4,4,1
"AAEL014372",0,0,0,0,0,0
"AAEL014375",17,14,11,49,36,30
"AAEL014376",3,4,0,8,9,8
"AAEL014377",1.675781,12,1.675781,13,5.027344,9
"AAEL014378",14,23,27,177,61,93
"AAEL014379",234,155,152,450,351,345
"AAEL014380",0,0,0,0,0,0
"AAEL014382",209,110,287,830.998942,633,564
"AAEL014384",0,0,0,0,0,0
"AAEL014386",0,0,0,0,0,0
"AAEL014389",11,11,7,65,26,24
"AAEL014391",0,0,0,4,2,1
"AAEL014393",154,100,96,1307,1206,1174
"AAEL014406",5,8,5,21,14,17
"AAEL014408",13,13,9,96,50,63
"AAEL014410",10,14,6,33,15,12
"AAEL014411",0,0,0,0,1,0
"AAEL014412",1,2,4,1705,3266,1635
"AAEL014413",0,3,1,44,87,66
"AAEL014414",16,15,21,86,60,52
"AAEL014416",0,0,0,0,0,0
"AAEL014419",0,0,0,0,0,2
"AAEL014422",10,1,11,16,25,19
"AAEL014425",3,5,4,7,3,4
"AAEL014426",1,0,1,3,4,1
"AAEL014428",1,0,2,0,0,1
"AAEL014432",0,0,0,0,0,0
"AAEL014433",2,3,1,7,5,2
"AAEL014435",4,13,4,111,43,43
"AAEL014437",0,0,0,0,4,2
"AAEL014438",21,15,11,125,33,34
"AAEL014439",0,3,0,27,18,29
"AAEL014440",0,0,0,18,11,10
"AAEL014441",0,0,0,0,0,0
"AAEL014443",0,0,0,0,0,0
"AAEL014445",0,0,0,0,0,0
"AAEL014447",0,0,0,1,1,1
"AAEL014450",2,6,8,13,6,7
"AAEL014451",1,1,1,4,2,1
"AAEL014452",263,115,193,350,341,276
"AAEL014453",0,0,0,0,1,0
"AAEL014454",5,10,5,16,6,7
"AAEL014455",1,5,1,2,8,4
"AAEL014457",0,0,0,1,1,0
"AAEL014480",0,0,0,0,0,0
"AAEL014481",0,0,0,0,0,0
"AAEL014484",145,131,74,240,173,209
"AAEL014486",6,1,4,3,9,16
"AAEL014489",10,15,8,52,45,35
"AAEL014492",60,80,34,125,95,73
"AAEL014493",22,11,17,5,7,5
"AAEL014495",4,1,2,15,15,11
"AAEL014497",0,6,2,5,5,5
"AAEL014501",66,62,54,280,221,188
"AAEL014505",172.983653,144,128,276.821361,234,208.582749
"AAEL014507",14,9,5,22,13,17
"AAEL014510",62,73,117,221,175,128
"AAEL014511",177,187,247,643,377,477
"AAEL014515",3,5,0,1,3,1
"AAEL014516",4721,5068,2240,309,324,325
"AAEL014518",0,0,0,0,0,0
"AAEL014519",2,3,1,6,3,4
"AAEL014520",0,0,0,0,0,0
"AAEL014522",4,5,4,10,4,4
"AAEL014523",0,1,1,0,0,0
"AAEL014526",3,5,4,30,34,24
"AAEL014527",0,0,0,1,0,0
"AAEL014528",63,85,50,95,85,90
"AAEL014529",49,90,71,211,160,126
"AAEL014531",44,45,25,121,78,58
"AAEL014533",13,9,7,22,11,14
"AAEL014534",12,16,15,43,33,37
"AAEL014536",6,6,5,27,25,20
"AAEL014537",0,0,0,1,1,0
"AAEL014539",0,0,0,5,5,0
"AAEL014541",274,260,265,290,267,189
"AAEL014543",0,0,0,0,0,0
"AAEL014544",0,0,0,1,0,1
"AAEL014546",9,6,5,22,23,18
"AAEL014549",27,39,23,109,95,68
"AAEL014550",0,0,0,0,0,0
"AAEL014551",0,0,1,6,2,3
"AAEL014554",2,2,3,8,2,1
"AAEL014555",121,122.5,52.5,284,213,163.5
