,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL019767,501.5226169,3.502880525,0.162073219,-21.61295096,1.36E-103,2.49E-101
AAEL019768,7.525703171,4.883902717,0.904027262,-5.402384333,6.58E-08,3.09E-07
AAEL019769,11.13179587,-0.116309055,0.370032024,0.314321591,0.753276801,0.823624246
AAEL019770,7.278882728,4.390295966,0.809756446,-5.421748706,5.90E-08,2.78E-07
AAEL019771,67.78485715,1.335289755,0.203294383,-6.568257004,5.09E-11,3.06E-10
AAEL019772,77.66536914,2.252359323,0.202653292,-11.11434854,1.07E-28,1.60E-27
AAEL019773,0.696131406,2.18023633,1.454066671,-1.499406026,0.133768331,0.22186138
AAEL019774,40.42703778,0.72416127,0.268295419,-2.699119032,0.00695233,0.016721497
AAEL019775,0.203129661,1.195534604,3.178076779,-0.376181788,0.706781754,NA
AAEL019776,201.605587,-0.028526643,0.165403703,0.172466772,0.863070582,0.905080971
AAEL019777,40.82722232,0.398115164,0.288653928,-1.379212705,0.167829182,0.26629009
AAEL019778,1.309129798,2.597002614,1.419396954,-1.829652097,0.067301978,0.125269095
AAEL019779,25.64015073,0.300286313,0.279119307,-1.075834978,0.282001066,0.399283503
AAEL019780,219.7910746,1.488536461,0.124545785,-11.95172086,6.36E-33,1.17E-31
AAEL019781,18.66492484,0.170212207,0.407578307,-0.417618417,0.676226129,0.766228319
AAEL019782,4.390863493,4.569869247,0.968436698,-4.718810489,2.37E-06,9.49E-06
AAEL019783,88.74972911,0.393103519,0.187429817,-2.097337158,0.03596374,0.072522868
AAEL019784,134.9243714,1.391630226,0.158300525,-8.791065112,1.48E-18,1.38E-17
AAEL019785,66.65730797,2.469309666,0.252659762,-9.773260491,1.47E-22,1.65E-21
AAEL019786,1.193061351,-1.322722629,1.854149008,0.713385291,0.475607373,0.59447402
AAEL019787,9.854777184,2.394713996,0.454888945,-5.264392605,1.41E-07,6.36E-07
AAEL019788,805.6995113,-0.335678662,0.125539631,2.673886003,0.007497793,0.01791776
AAEL019789,3382.687998,-1.507730379,0.118491131,12.72441546,4.33E-37,9.29E-36
